timestamp,open,high,low,close,volume
30-07-2021,3347.95,3368.14,3306.98,3327.59,9965593
29-07-2021,3627.75,3637.95,3580.01,3599.92,4337611
28-07-2021,3633.78,3658.4204,3601,3630.32,2999378
27-07-2021,3698.5,3698.5,3586.15,3626.39,4131890
26-07-2021,3673.17,3712.08,3647.25,3699.82,2900068
23-07-2021,3640,3666.11,3622.04,3656.64,2436292
22-07-2021,3587.23,3640.02,3582.27,3638.03,3265352
21-07-2021,3576.375,3586.45,3543.6415,3585.2,2318989
20-07-2021,3567.32,3592,3518,3573.19,3255680
19-07-2021,3532.58,3550.21,3499.16,3549.59,3784595
16-07-2021,3633.31,3646.0599,3570.455,3573.63,4043706
15-07-2021,3694.2,3695.4,3620.92,3631.2,3185292
14-07-2021,3708.85,3717.66,3660.8266,3681.68,3296568
13-07-2021,3702.1,3773.0782,3671.32,3677.36,3845917
12-07-2021,3744,3757.2899,3696.7929,3718.55,2571635
09-07-2021,3722.52,3748,3693.3968,3719.34,3748237
08-07-2021,3643.56,3759.9855,3621.12,3731.41,5180623
07-07-2021,3717.3772,3734.2,3678.91,3696.58,5328062
06-07-2021,3530.11,3685.48,3529,3675.74,6744768
02-07-2021,3451.64,3511.72,3436.92,3510.98,3176697
01-07-2021,3434.61,3457,3409.4206,3432.97,2037053
30-06-2021,3441.06,3471.6019,3435,3440.16,2403992
29-06-2021,3438.82,3456.03,3423.03,3448.14,2098439
28-06-2021,3416,3448,3413.5098,3443.89,2242793
25-06-2021,3464,3464.82,3394.18,3401.46,3940997
24-06-2021,3507.64,3524.8599,3430.85,3449.08,3831999
23-06-2021,3505,3521,3483.2,3503.82,2813341
22-06-2021,3458.06,3523.78,3456.09,3505.44,3345082
21-06-2021,3476.42,3482,3434,3453.96,3277130
18-06-2021,3479.99,3507,3473.71,3486.9,5247737
17-06-2021,3403.18,3497.2,3401,3489.24,5136531
16-06-2021,3392,3426.35,3360.53,3415.25,4152189
15-06-2021,3384,3396.9866,3363.1101,3383.13,2426200
14-06-2021,3346.83,3385,3335.5,3383.87,2569655
11-06-2021,3349.65,3366.58,3333.45,3346.83,2817352
10-06-2021,3282.01,3351,3281.15,3349.65,3476480
09-06-2021,3272.87,3297.58,3270.7,3281.15,2455530
08-06-2021,3222.61,3279.5321,3218.01,3264.11,3416730
07-06-2021,3197.33,3208,3172.2,3198.01,2215756
04-06-2021,3212,3221,3198.81,3206.22,2249749
03-06-2021,3204.23,3214.435,3184.03,3187.01,2398293
02-06-2021,3223.1,3235,3208,3233.99,2014524
01-06-2021,3243.495,3250.98,3209.06,3218.65,2430045
28-05-2021,3242,3247.99,3219.7,3223.07,2331509
27-05-2021,3256,3260.355,3230.04,3230.11,2561157
26-05-2021,3274.5905,3295.73,3258.51,3265.16,2383986
25-05-2021,3266.67,3279.82,3213.76,3259.05,3261109
24-05-2021,3215.5,3257.95,3210.4993,3244.99,2422813
21-05-2021,3250,3256.6946,3197.01,3203.08,4104882
20-05-2021,3244.4042,3259.6799,3236.18,3247.68,2633192
19-05-2021,3195,3234.75,3184,3231.8,2679708
18-05-2021,3292.575,3312,3230.37,3232.28,2828391
17-05-2021,3245.93,3292.75,3234.59,3270.39,3723925
14-05-2021,3185.56,3228.86,3183,3222.9,3325022
13-05-2021,3185.47,3203.84,3133,3161.47,3356877
12-05-2021,3185,3207.94,3133.1,3151.94,4936410
11-05-2021,3136.28,3238,3127.37,3223.91,4619781
10-05-2021,3282.32,3283,3190,3190.49,5838603
07-05-2021,3319.09,3330.89,3289.0704,3291.61,4710276
06-05-2021,3270,3314.4,3247.2,3306.37,4447696
05-05-2021,3338.855,3354.695,3264.36,3270.54,3711308
04-05-2021,3356.19,3367.975,3272.13,3311.87,5439449
03-05-2021,3484.73,3486.645,3372.7012,3386.49,5875530
30-04-2021,3525.12,3554,3462.5,3467.42,7009346
29-04-2021,3505.0981,3514.445,3435,3471.31,7682381
28-04-2021,3434.8,3489.88,3425,3458.5,4631884
27-04-2021,3443.47,3460,3398.01,3417.43,3827140
26-04-2021,3348,3428.45,3330.94,3409,4880708
23-04-2021,3319.1,3375,3308.5,3340.88,3196652
22-04-2021,3371.68,3372.87,3301.45,3309.04,2580590
21-04-2021,3316,3362.86,3303.8061,3362.02,2211166
20-04-2021,3373.6,3382.99,3316,3334.69,2623032
19-04-2021,3390.33,3435.9333,3360.16,3372.01,2725405
16-04-2021,3380,3406.8,3355.59,3399.44,3186049
15-04-2021,3371,3396.9999,3352,3379.09,3233580
14-04-2021,3404.04,3404.13,3326,3333,3145204
13-04-2021,3400.845,3432,3395.63,3400,3315837
12-04-2021,3355.21,3395.04,3351.15,3379.39,3281798
09-04-2021,3304.7,3372.2,3288.9,3372.2,4341473
08-04-2021,3310.9,3324.5,3292,3299.3,2812090
07-04-2021,3233.8,3303.6125,3223.65,3279.39,3346227
06-04-2021,3223.75,3247.31,3217.04,3223.82,2537809
05-04-2021,3173,3235.955,3161.24,3226.73,3334882
01-04-2021,3117.94,3162.44,3115.55,3161,2940318
31-03-2021,3064.06,3119.33,3062.5,3094.08,3093896
30-03-2021,3070.01,3073,3034,3055.29,2337603
29-03-2021,3055.4394,3091.25,3028.445,3075.73,2745968
26-03-2021,3044.06,3056.66,2996,3052.03,3312924
25-03-2021,3072.99,3109.78,3037.14,3046.26,3563469
24-03-2021,3151.04,3160.31,3085.15,3087.07,2958981
23-03-2021,3127,3182,3120.8501,3137.5,3817263
22-03-2021,3067.85,3126.58,3060.05,3110.87,2902179
19-03-2021,3029.23,3077.285,3016.63,3074.96,4625354
18-03-2021,3101,3116.63,3025,3027.99,3657027
17-03-2021,3073.22,3173.05,3070.22,3135.73,3118584
16-03-2021,3104.97,3128.91,3075.8601,3091.86,2538764
15-03-2021,3074.57,3082.24,3032.09,3081.68,2918592
12-03-2021,3075,3098.98,3045.5,3089.49,2421888
11-03-2021,3104.01,3131.7843,3082.93,3113.59,2776391
10-03-2021,3098.45,3116.46,3030.05,3057.64,3012489
09-03-2021,3017.99,3090.96,3005.1474,3062.85,4030032
08-03-2021,3015,3064.59,2951.31,2951.95,4185008
